Claim_ID,NM_CUST,Store Name,ServiceAddress,ServiceUnit,ServiceCity,ServiceState,ServiceZip,Manufacturer,ImplementDesc,ModelNumber
SDGE-2018-3245-10872318-8905510S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED Screw-in BR30 7 Watt ,BR30DM/950CA/3
SDGE-2018-3245-10876331-3662429,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED - RefR 9 Watt,BR40DM/927CA/2
SDGE-2018-3245-10876331-3662429S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED - RefR 9 Watt,BR40DM/927CA/2
SDGE-2018-3245-10876331-3662430,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED - RefR 9 Watt,BR40DM/950CA/2
SDGE-2018-3245-10876331-3662430S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED - RefR 9 Watt,BR40DM/950CA/2
SDGE-2018-3245-10876331-3662433,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Screw-in R30 12 Watt,BR30DMHO/927CA/2
SDGE-2018-3245-10876331-3662433S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED Screw-in R30 12 Watt,BR30DMHO/927CA/2
SDGE-2018-3245-10876331-3662434,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Screw-in R30 12 Watt,BR30DMHO/950CA/2
SDGE-2018-3245-10876331-3662434S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED Screw-in R30 12 Watt,BR30DMHO/950CA/2
SDGE-2018-3245-10876331-8905786,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Screw-in BR30 7 Watt ,BR30DM/927CA/3
SDGE-2018-3245-10876331-8905786S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED Screw-in BR30 7 Watt ,BR30DM/927CA/3
SDGE-2018-3245-10876331-8905787,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Screw-in BR30 7 Watt ,BR30DM/950CA/3
SDGE-2018-3245-10876331-8905787S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED Screw-in BR30 7 Watt ,BR30DM/950CA/3
SDGE-2018-3245-10882602-8910478,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED - RefR 9 Watt,BR40DM/927CA/2
SDGE-2018-3245-10882602-8910478S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED - RefR 9 Watt,BR40DM/927CA/2
SDGE-2018-3245-10882602-8910479,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED - RefR 9 Watt,BR40DM/950CA/2
SDGE-2018-3245-10882602-8910479S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED - RefR 9 Watt,BR40DM/950CA/2
SDGE-2018-3245-10882602-8910482,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Screw-in R30 12 Watt,BR30DMHO/927CA/2
SDGE-2018-3245-10882602-8910482S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED Screw-in R30 12 Watt,BR30DMHO/927CA/2
SDGE-2018-3245-10882602-8910483,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Screw-in R30 12 Watt,BR30DMHO/950CA/2
SDGE-2018-3245-10882602-8910483S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED Screw-in R30 12 Watt,BR30DMHO/950CA/2
SDGE-2018-3245-10882602-8924794,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Screw-in BR30 7 Watt ,BR30DM/927CA/3
SDGE-2018-3245-10882602-8924794S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED Screw-in BR30 7 Watt ,BR30DM/927CA/3
SDGE-2018-3245-10882602-8924795,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Screw-in BR30 7 Watt ,BR30DM/950CA/3
SDGE-2018-3245-10882602-8924795S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial-LED Screw-in BR30 7 Watt ,BR30DM/950CA/3
SDGE-2018-3245-10887677-8952398,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Recessed Downlight 10 Watt,TRDL4-0784000FH50-12DE26-1-*
SDGE-2018-3245-10887677-8952398S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial-LED Recessed Downlight/Retrofit 10 Watt,TRDL4-0784000FH50-12DE26-1-*
SDGE-2018-3245-10887677-8952399,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Recessed Downlight 11 Watt,TRDL6-0804000FH50-12DE26-1-*
SDGE-2018-3245-10887677-8952399S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial-LED Recessed Downlight/Retrofit 11 Watt,TRDL6-0804000FH50-12DE26-1-*
SDGE-2018-3245-10887677-8952400,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Recessed Downlight 14 Watt,TRDL6-1104000FH50-12DE26-1-*
SDGE-2018-3245-10887677-8952400S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial-LED Recessed Downlight 14 Watt,TRDL6-1104000FH50-12DE26-1-*
SDGE-2018-3245-10888472-8957668,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Recessed Downlight 11 Watt,TRDL6-0804000FH50-12DE26-1-*
SDGE-2018-3245-10888472-8957668S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial-LED Recessed Downlight/Retrofit 11 Watt,TRDL6-0804000FH50-12DE26-1-*
SDGE-2018-3245-10888472-8957670,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Recessed Downlight 14 Watt,TRDL6-1104000FH50-12DE26-1-*
SDGE-2018-3245-10888472-8957670S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial-LED Recessed Downlight 14 Watt,TRDL6-1104000FH50-12DE26-1-*
SDGE-2018-3245-10888472-8957671,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Recessed Downlight 14 Watt,TRDL6-1604000FH50-12DE26-1-*
SDGE-2018-3245-10888472-8957671S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial-LED Recessed Downlight 14 Watt,TRDL6-1604000FH50-12DE26-1-*
SDGE-2018-3245-10888472-8957672,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Screw-in BR30 8 Watt,TBR30-06530FLFH25-12DE26-1-*
SDGE-2018-3245-10888472-8957672S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial-LED Screw-in BR30 8 Watt,TBR30-06530FLFH25-12DE26-1-*
SDGE-2018-3245-10889209-8962770,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10889209-8962770S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10889209-9140474,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Can Retrofit: 21 to <23 Watts,
SDGE-2018-3245-10889209-9140474S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED Can Retrofit: 21 to <23 Watts,
SDGE-2018-3245-10919901-9160338,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Can Retrofit: 10 to <11 Watts,
SDGE-2018-3245-10919901-9160338S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED Can Retrofit: 10 to <11 Watts,
SDGE-2018-3245-10919901-9160339,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Can Retrofit: 14 to <15 Watts,
SDGE-2018-3245-10919901-9160339S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED Can Retrofit: 14 to <15 Watts,
SDGE-2018-3245-10919901-9160340,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10919901-9160340S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10922295-9160961,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Can Retrofit: 14 to <15 Watts,
SDGE-2018-3245-10922295-9160961S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED Can Retrofit: 14 to <15 Watts,
SDGE-2018-3245-10922295-9160962,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10922295-9160962S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10922495-9120229,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10922495-9120229S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10922993-9124500,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Can Retrofit: 11 to <12 Watts,LEDR56/927CA/MED/2
SDGE-2018-3245-10922993-9124500S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED Can Retrofit: 11 to <12 Watts,LEDR56/927CA/MED/2
SDGE-2018-3245-10922993-9124501,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Can Retrofit: 9 to <10 Watts,
SDGE-2018-3245-10922993-9124501S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED Can Retrofit: 9 to <10 Watts,
SDGE-2018-3245-10922993-9124502,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Candelabra: >=5 Watt ,BPCTF60950CAFIL/2/RP
SDGE-2018-3245-10922993-9124502S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED Candelabra: >=5 Watt ,BPCTF60950CAFIL/2/RP
SDGE-2018-3245-10922993-9124503,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Candelabra: 3 to <4 Watt ,
SDGE-2018-3245-10922993-9124503S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED Candelabra: 3 to <4 Watt ,
SDGE-2018-3245-10922993-9124504,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED globe: 3 to <4 Watts,G2540W927CA/FIL/3/RP
SDGE-2018-3245-10922993-9124504S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED globe: 3 to <4 Watts,G2540W927CA/FIL/3/RP
SDGE-2018-3245-10922993-9124505,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED globe: 5 to <6 Watts,
SDGE-2018-3245-10922993-9124505S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED globe: 5 to <6 Watts,
SDGE-2018-3245-10922993-9124506,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED PAR38: 15 to <16  Watts,PAR38DM/1400/930CA
SDGE-2018-3245-10922993-9124506S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED PAR38: 15 to <16  Watts,PAR38DM/1400/930CA
SDGE-2018-3245-10922993-9124507,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED R/BR lamp: 12 to <13 Watts,
SDGE-2018-3245-10922993-9124507S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED R/BR lamp: 12 to <13 Watts,
SDGE-2018-3245-10922993-9124508,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED R/BR lamp: 6 to <7 Watts,R20DM/950CA/3
SDGE-2018-3245-10922993-9124508S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED R/BR lamp: 6 to <7 Watts,R20DM/950CA/3
SDGE-2018-3245-10922993-9124511,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED R/BR lamp: 7 to <8 Watts,
SDGE-2018-3245-10922993-9124511S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED R/BR lamp: 7 to <8 Watts,
SDGE-2018-3245-10922993-9124513,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED R/BR lamp: 9 to <10 Watts,
SDGE-2018-3245-10922993-9124513S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED R/BR lamp: 9 to <10 Watts,
SDGE-2018-3245-10923481-9129702,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Can Retrofit: 11 to <12 Watts,LEDR56/927CA/MED/2
SDGE-2018-3245-10923481-9129702S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED Can Retrofit: 11 to <12 Watts,LEDR56/927CA/MED/2
SDGE-2018-3245-10923481-9129703,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Can Retrofit: 9 to <10 Watts,
SDGE-2018-3245-10923481-9129703S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED Can Retrofit: 9 to <10 Watts,
SDGE-2018-3245-10923481-9129704,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Candelabra: >=5 Watt ,BPETC60950CAFIL/2/RP
SDGE-2018-3245-10923481-9129704S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED Candelabra: >=5 Watt ,BPETC60950CAFIL/2/RP
SDGE-2018-3245-10923481-9129705,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED Candelabra: 3 to <4 Watt ,
SDGE-2018-3245-10923481-9129705S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED Candelabra: 3 to <4 Watt ,
SDGE-2018-3245-10923481-9129706,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED globe: 3 to <4 Watts,BPG2540/950CA/FIL/RP
SDGE-2018-3245-10923481-9129706S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED globe: 3 to <4 Watts,BPG2540/950CA/FIL/RP
SDGE-2018-3245-10923481-9129707,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED globe: 5 to <6 Watts,
SDGE-2018-3245-10923481-9129707S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED globe: 5 to <6 Watts,
SDGE-2018-3245-10923481-9129708,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED PAR38: 15 to <16  Watts,PAR38DM/1400/930CA
SDGE-2018-3245-10923481-9129708S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED PAR38: 15 to <16  Watts,PAR38DM/1400/930CA
SDGE-2018-3245-10923481-9129709,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED R/BR lamp: 12 to <13 Watts,
SDGE-2018-3245-10923481-9129709S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED R/BR lamp: 12 to <13 Watts,
SDGE-2018-3245-10923481-9129710,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED R/BR lamp: 6 to <7 Watts,R20DM/927CA
SDGE-2018-3245-10923481-9129710S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED R/BR lamp: 6 to <7 Watts,R20DM/927CA
SDGE-2018-3245-10923481-9129711,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED R/BR lamp: 7 to <8 Watts,
SDGE-2018-3245-10923481-9129711S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED R/BR lamp: 7 to <8 Watts,
SDGE-2018-3245-10923481-9129712,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,LED R/BR lamp: 9 to <10 Watts,
SDGE-2018-3245-10923481-9129712S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Feit Electric,Commercial LED R/BR lamp: 9 to <10 Watts,
SDGE-2018-3245-10926340-9163973,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Can Retrofit: 10 to <11 Watts,
SDGE-2018-3245-10926340-9163973S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED Can Retrofit: 10 to <11 Watts,
SDGE-2018-3245-10926340-9163974,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10926340-9163974S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10926340-9163975,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Can Retrofit: 14 to <15 Watts,
SDGE-2018-3245-10926340-9163975S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED Can Retrofit: 14 to <15 Watts,
SDGE-2018-3245-10929863-9197957,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED Can Retrofit: 10 to <11 Watts,
SDGE-2018-3245-10929863-9197957S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED Can Retrofit: 10 to <11 Watts,
SDGE-2018-3245-10929863-9197958,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED R/BR lamp: 11 to <12 Watts,
SDGE-2018-3245-10929863-9197958S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED R/BR lamp: 11 to <12 Watts,
SDGE-2018-3245-10929863-9197959,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10929863-9197959S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10929863-9197960,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10929863-9197960S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10929863-9197961,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10929863-9197961S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED R/BR lamp: 8 to <9 Watts,
SDGE-2018-3245-10929863-9197962,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,LED PAR38: 17 to <18  Watts,TPAR38-1503040FH25-12DE26-1-*
SDGE-2018-3245-10929863-9197962S,HOME DEPOT USA INC,HOME DEPOT USA INC,10604 WESTVIEW PKWY,CG,SAN DIEGO,CA,92126-2960,Cree Inc,Commercial LED PAR38: 17 to <18  Watts,TPAR38-1503040FH25-12DE26-1-*
